Realisation number,Variance,Standard deviation,Kurtosis,Coefficient of variation,Smax,Lag-1 AC
65,0.18159630264319468,0.18159630264319468,-0.21054681414550552,0.8184036973568052,0.5263157894736842,0.6346782988004361
66,0.8269720101781171,0.8269720101781171,-0.07675131121150751,0.9621955652490002,0.9578947368421054,0.9339980266915926
67,0.549488497689152,0.549488497689152,0.3339564833567014,0.9284675702342005,0.4210526315789474,0.9165498260372851
68,0.45131640442436516,0.45131640442436516,0.16565404787869345,0.9416316144778523,0.8210526315789474,0.8926883730591473
69,0.4466168146647972,0.4466168146647972,-0.6578387080022848,0.9476813626213844,0.45263157894736844,0.9173547281508022
70,0.4774367762372124,0.4774367762372124,0.48566754946253304,0.9272212701874641,0.4210526315789474,0.6516331723529106
71,0.8224541725086981,0.8224541725086981,-0.2500649114607675,0.9648439528483149,0.9368421052631579,0.9522770940437243
72,0.4075401152827543,0.4075401152827543,0.40618995689879,0.8870021290959131,0.3263157894736842,0.7374461234875629
73,0.8647764449291165,0.8647764449291165,0.41629018019421504,0.9648699174326218,0.9052631578947369,0.9554188087448721
74,0.033961676273562856,0.033961676273562856,-0.5453341642000311,0.8727216077270602,0.39999999999999997,0.8958820169289089
75,0.455652490003635,0.455652490003635,0.013631406761177753,0.9051773381108167,0.6842105263157895,0.9206262657734849
76,0.7389520693773692,0.7389520693773692,0.005374668951550085,0.9487978397465855,0.7052631578947369,0.9529002440670925
77,0.3436932024718284,0.3436932024718284,0.45383496910214466,0.9249363867684478,0.35789473684210527,0.8875473853663602
78,0.7840265877343303,0.7840265877343303,0.3555590175001298,0.9472918938567793,0.6947368421052632,0.9346990704678817
79,0.2224905229267279,0.2224905229267279,-0.2100275224593654,0.8673729033598172,-0.010526315789473684,0.9124474217167783
80,0.25037648647245153,0.25037648647245153,-0.5306122448979591,0.802279690502155,0.24210526315789474,0.7150646518149244
81,0.048138339305187725,0.048138339305187725,0.5217842862335773,0.9053590902009658,-0.052631578947368425,0.920885911616555
82,0.8056291218777587,0.8056291218777587,-0.4339201329386716,0.96037804434751,0.4631578947368421,0.8902736667185958
83,0.609570545775562,0.609570545775562,0.44975852936594485,0.9135379342576725,0.8315789473684211,0.9322324349587163
84,0.6408059406968895,0.6408059406968895,-0.7041595264059821,0.9629485381939035,0.7052631578947369,0.8684114867320973
85,0.5890325595887209,0.5890325595887209,-0.37059251181388586,0.8737861556836475,0.8105263157894737,0.8008776029495767
86,0.708287895310796,0.708287895310796,-0.2799241834138235,0.9183413823544684,0.768421052631579,0.9349587163109518
87,0.663369164459677,0.663369164459677,0.7546346782988004,0.941397933219089,0.6421052631578947,0.8590642363815755
